Row Labels,Sum of cases,,,,,,,,,,,,,
Michigan,17861,,,,,,,,,,,,,
Twiggs,1900,,,,,,,,,,,,,
Georgia,1900,,,,,,,,,,,,,
Twin Falls,43320,,,,,,,,,,,,,
Idaho,43320,,,,,,,,,,,,,
Tyler,2047,,,,,,,,,,,,,
Texas,1640,,,,,,,,,,,,,
West Virginia,407,,,,,,,,,,,,,
Tyrrell,1121,,,,,,,,,,,,,
North Carolina,1121,,,,,,,,,,,,,
Uinta,7191,,,,,,,,,,,,,
Wyoming,7191,,,,,,,,,,,,,
Uintah,1828,,,,,,,,,,,,,
Utah,1828,,,,,,,,,,,,,
Ulster,159456,,,,,,,,,,,,,
New York,159456,,,,,,,,,,,,,
Umatilla,29923,,,,,,,,,,,,,
Oregon,29923,,,,,,,,,,,,,
Unicoi,2809,,,,,,,,,,,,,
Tennessee,2809,,,,,,,,,,,,,
Union,1704486,,,,,,,,,,,,,
Arkansas,15880,,,,,,,,,,,,,
Florida,4014,,,,,,,,,,,,,
Georgia,5271,,,,,,,,,,,,,
Illinois,12566,,,,,,,,,,,,,
Indiana,2168,,,,,,,,,,,,,
Iowa,1318,,,,,,,,,,,,,
Kentucky,1723,,,,,,,,,,,,,
Louisiana,29733,,,,,,,,,,,,,
Mississippi,10421,,,,,,,,,,,,,
New Jersey,1507964,,,,,,,,,,,,,
New Mexico,472,,,,,,,,,,,,,
North Carolina,73556,,,,,,,,,,,,,
Ohio,5533,,,,,,,,,,,,,
Oregon,12081,,,,,,,,,,,,,
Pennsylvania,6524,,,,,,,,,,,,,
South Carolina,6036,,,,,,,,,,,,,
South Dakota,8281,,,,,,,,,,,,,
Tennessee,945,,,,,,,,,,,,,
Unknown,1001985,,,,,,,,,,,,,
Alaska,359,,,,,,,,,,,,,
Arizona,0,,,,,,,,,,,,,
Arkansas,40484,,,,,,,,,,,,,
California,7,,,,,,,,,,,,,
Colorado,6823,,,,,,,,,,,,,
Connecticut,33791,,,,,,,,,,,,,
Delaware,4429,,,,,,,,,,,,,
Florida,11012,,,,,,,,,,,,,
Georgia,137673,,,,,,,,,,,,,
Guam,116952,,,,,,,,,,,,,
Hawaii,202,,,,,,,,,,,,,
Idaho,196,,,,,,,,,,,,,
Illinois,49684,,,,,,,,,,,,,
Indiana,8,,,,,,,,,,,,,
Iowa,1651,,,,,,,,,,,,,
Kansas,0,,,,,,,,,,,,,
Kentucky,951,,,,,,,,,,,,,
Louisiana,17500,,,,,,,,,,,,,
Maine,425,,,,,,,,,,,,,
Maryland,393,,,,,,,,,,,,,
Massachusetts,43951,,,,,,,,,,,,,
Michigan,18814,,,,,,,,,,,,,
Minnesota,7893,,,,,,,,,,,,,
Mississippi,1533,,,,,,,,,,,,,
Missouri,425,,,,,,,,,,,,,
Montana,0,,,,,,,,,,,,,
Nebraska,2991,,,,,,,,,,,,,
Nevada,1804,,,,,,,,,,,,,
New Hampshire,865,,,,,,,,,,,,,
New Jersey,127455,,,,,,,,,,,,,
New Mexico,129,,,,,,,,,,,,,
New York,0,,,,,,,,,,,,,
North Dakota,276,,,,,,,,,,,,,
Northern Mariana Islands,2221,,,,,,,,,,,,,
Ohio,1304,,,,,,,,,,,,,
Oklahoma,3,,,,,,,,,,,,,
Pennsylvania,18,,,,,,,,,,,,,
Puerto Rico,56736,,,,,,,,,,,,,
Rhode Island,162733,,,,,,,,,,,,,
South Dakota,0,,,,,,,,,,,,,
Tennessee,7281,,,,,,,,,,,,,
Texas,0,,,,,,,,,,,,,
Utah,540,,,,,,,,,,,,,
Vermont,720,,,,,,,,,,,,,
Virgin Islands,8578,,,,,,,,,,,,,
Virginia,4268,,,,,,,,,,,,,
Washington,9060,,,,,,,,,,,,,
West Virginia,2,,,,,,,,,,,,,
Wisconsin,119808,,,,,,,,,,,,,
Wyoming,37,,,,,,,,,,,,,
Upshur,4898,,,,,,,,,,,,,
Texas,3784,,,,,,,,,,,,,
West Virginia,1114,,,,,,,,,,,,,
Upson,28657,,,,,,,,,,,,,
Georgia,28657,,,,,,,,,,,,,
Upton,195,,,,,,,,,,,,,
Texas,195,,,,,,,,,,,,,
Utah,248118,,,,,,,,,,,,,
Utah,248118,,,,,,,,,,,,,
Utuado,860,,,,,,,,,,,,,
Puerto Rico,860,,,,,,,,,,,,,
Uvalde,5634,,,,,,,,,,,,,
Texas,5634,,,,,,,,,,,,,
Val Verde,12611,,,,,,,,,,,,,
Texas,12611,,,,,,,,,,,,,
Valdez-Cordova Census Area,1153,,,,,,,,,,,,,
Alaska,1153,,,,,,,,,,,,,
Valencia,9311,,,,,,,,,,,,,
New Mexico,9311,,,,,,,,,,,,,
Valley,1294,,,,,,,,,,,,,
Idaho,758,,,,,,,,,,,,,
Montana,98,,,,,,,,,,,,,
Nebraska,438,,,,,,,,,,,,,
Van Buren,20312,,,,,,,,,,,,,
Arkansas,3365,,,,,,,,,,,,,
Iowa,1261,,,,,,,,,,,,,
Michigan,15226,,,,,,,,,,,,,
Tennessee,460,,,,,,,,,,,,,
Van Wert,1477,,,,,,,,,,,,,
Ohio,1477,,,,,,,,,,,,,
Van Zandt,5904,,,,,,,,,,,,,
Texas,5904,,,,,,,,,,,,,
Vance,30742,,,,,,,,,,,,,
North Carolina,30742,,,,,,,,,,,,,
Vanderburgh,33651,,,,,,,,,,,,,
Indiana,33651,,,,,,,,,,,,,
Vega Alta,4620,,,,,,,,,,,,,
Puerto Rico,4620,,,,,,,,,,,,,
Vega Baja,5409,,,,,,,,,,,,,
Puerto Rico,5409,,,,,,,,,,,,,
Venango,1610,,,,,,,,,,,,,
Pennsylvania,1610,,,,,,,,,,,,,
Ventura,177245,,,,,,,,,,,,,
California,177245,,,,,,,,,,,,,
Vermilion,20264,,,,,,,,,,,,,
Illinois,4412,,,,,,,,,,,,,
Louisiana,15852,,,,,,,,,,,,,
Vermillion,1154,,,,,,,,,,,,,
Indiana,1154,,,,,,,,,,,,,
Vernon,11290,,,,,,,,,,,,,
Louisiana,8152,,,,,,,,,,,,,
Missouri,1246,,,,,,,,,,,,,
Wisconsin,1892,,,,,,,,,,,,,
Victoria,47160,,,,,,,,,,,,,
Texas,47160,,,,,,,,,,,,,
Vieques,1472,,,,,,,,,,,,,
Puerto Rico,1472,,,,,,,,,,,,,
Vigo,15921,,,,,,,,,,,,,
Indiana,15921,,,,,,,,,,,,,
Vilas,842,,,,,,,,,,,,,
Wisconsin,842,,,,,,,,,,,,,
Villalba,2706,,,,,,,,,,,,,
Puerto Rico,2706,,,,,,,,,,,,,
Vinton,1564,,,,,,,,,,,,,
Ohio,1564,,,,,,,,,,,,,
Virginia Beach city,88521,,,,,,,,,,,,,
Virginia,88521,,,,,,,,,,,,,
Volusia,133823,,,,,,,,,,,,,
Florida,133823,,,,,,,,,,,,,
Wabash,8537,,,,,,,,,,,,,
Illinois,969,,,,,,,,,,,,,
Indiana,7568,,,,,,,,,,,,,
Wabasha,2196,,,,,,,,,,,,,
Minnesota,2196,,,,,,,,,,,,,
Wabaunsee,2694,,,,,,,,,,,,,
Kansas,2694,,,,,,,,,,,,,
Wadena,831,,,,,,,,,,,,,
Minnesota,831,,,,,,,,,,,,,
Wagoner,19717,,,,,,,,,,,,,
Oklahoma,19717,,,,,,,,,,,,,
Wahkiakum,386,,,,,,,,,,,,,
Washington,386,,,,,,,,,,,,,
Wake,296617,,,,,,,,,,,,,
North Carolina,296617,,,,,,,,,,,,,
Wakulla,5409,,,,,,,,,,,,,
Florida,5409,,,,,,,,,,,,,
Waldo,5231,,,,,,,,,,,,,
Maine,5231,,,,,,,,,,,,,
Walker,183532,,,,,,,,,,,,,
Alabama,47096,,,,,,,,,,,,,
Georgia,17951,,,,,,,,,,,,,
Texas,118485,,,,,,,,,,,,,
Walla Walla,12548,,,,,,,,,,,,,
Washington,12548,,,,,,,,,,,,,
Waller,9389,,,,,,,,,,,,,
Texas,9389,,,,,,,,,,,,,
Wallowa,483,,,,,,,,,,,,,
Oregon,483,,,,,,,,,,,,,
Walsh,1868,,,,,,,,,,,,,
North Dakota,1868,,,,,,,,,,,,,
Walthall,10341,,,,,,,,,,,,,
Mississippi,10341,,,,,,,,,,,,,
Walton,46277,,,,,,,,,,,,,
Florida,18529,,,,,,,,,,,,,
Georgia,27748,,,,,,,,,,,,,
Walworth,41273,,,,,,,,,,,,,
South Dakota,752,,,,,,,,,,,,,
Wisconsin,40521,,,,,,,,,,,,,
Wapello,44985,,,,,,,,,,,,,
Iowa,44985,,,,,,,,,,,,,
Ward,5637,,,,,,,,,,,,,
North Dakota,4619,,,,,,,,,,,,,
Texas,1018,,,,,,,,,,,,,
Ware,29259,,,,,,,,,,,,,
Georgia,29259,,,,,,,,,,,,,
Warren,364953,,,,,,,,,,,,,
Georgia,1955,,,,,,,,,,,,,
Illinois,10404,,,,,,,,,,,,,
Indiana,1326,,,,,,,,,,,,,
Iowa,15066,,,,,,,,,,,,,
Kentucky,98408,,,,,,,,,,,,,
Mississippi,24499,,,,,,,,,,,,,
Missouri,3766,,,,,,,,,,,,,
New Jersey,109998,,,,,,,,,,,,,
New York,22718,,,,,,,,,,,,,
North Carolina,8557,,,,,,,,,,,,,
Ohio,46517,,,,,,,,,,,,,
Pennsylvania,428,,,,,,,,,,,,,
Tennessee,4319,,,,,,,,,,,,,
Virginia,16992,,,,,,,,,,,,,
Warrick,16357,,,,,,,,,,,,,
Indiana,16357,,,,,,,,,,,,,
Wasatch,29512,,,,,,,,,,,,,
Utah,29512,,,,,,,,,,,,,
Wasco,4256,,,,,,,,,,,,,
Oregon,4256,,,,,,,,,,,,,
Waseca,3302,,,,,,,,,,,,,
Minnesota,3302,,,,,,,,,,,,,
Washakie,2615,,,,,,,,,,,,,
Wyoming,2615,,,,,,,,,,,,,
Washburn,263,,,,,,,,,,,,,
Wisconsin,263,,,,,,,,,,,,,
Washington,760616,,,,,,,,,,,,,
Alabama,7829,,,,,,,,,,,,,
Arkansas,154132,,,,,,,,,,,,,
Colorado,2871,,,,,,,,,,,,,
Florida,7122,,,,,,,,,,,,,
Georgia,8508,,,,,,,,,,,,,
Idaho,5236,,,,,,,,,,,,,
Illinois,1730,,,,,,,,,,,,,
Indiana,5482,,,,,,,,,,,,,
Iowa,19388,,,,,,,,,,,,,
Kansas,45,,,,,,,,,,,,,
Kentucky,1327,,,,,,,,,,,,,
Louisiana,48712,,,,,,,,,,,,,
Maine,238,,,,,,,,,,,,,
Maryland,45408,,,,,,,,,,,,,
Minnesota,63045,,,,,,,,,,,,,
Mississippi,28182,,,,,,,,,,,,,
Missouri,1421,,,,,,,,,,,,,
Nebraska,3858,,,,,,,,,,,,,
New York,20592,,,,,,,,,,,,,
North Carolina,3277,,,,,,,,,,,,,
Ohio,11532,,,,,,,,,,,,,
Oklahoma,32896,,,,,,,,,,,,,
Oregon,96761,,,,,,,,,,,,,
Pennsylvania,19459,,,,,,,,,,,,,
Rhode Island,44605,,,,,,,,,,,,,
Tennessee,11344,,,,,,,,,,,,,
Texas,20724,,,,,,,,,,,,,
Utah,59134,,,,,,,,,,,,,
Vermont,4147,,,,,,,,,,,,,
Virginia,5514,,,,,,,,,,,,,
Wisconsin,26097,,,,,,,,,,,,,
Washita,262,,,,,,,,,,,,,
Oklahoma,262,,,,,,,,,,,,,
Washoe,187512,,,,,,,,,,,,,
Nevada,187512,,,,,,,,,,,,,
Washtenaw,180954,,,,,,,,,,,,,
Michigan,180954,,,,,,,,,,,,,
Watauga,4366,,,,,,,,,,,,,
North Carolina,4366,,,,,,,,,,,,,
Watonwan,9956,,,,,,,,,,,,,
Minnesota,9956,,,,,,,,,,,,,
Waukesha,84123,,,,,,,,,,,,,
Wisconsin,84123,,,,,,,,,,,,,
Waupaca,6338,,,,,,,,,,,,,
Wisconsin,6338,,,,,,,,,,,,,
Waushara,1525,,,,,,,,,,,,,
Wisconsin,1525,,,,,,,,,,,,,
Wayne,2335413,,,,,,,,,,,,,
Georgia,5251,,,,,,,,,,,,,
Illinois,881,,,,,,,,,,,,,
Indiana,20933,,,,,,,,,,,,,
Iowa,372,,,,,,,,,,,,,
Kentucky,1300,,,,,,,,,,,,,
Michigan,2094914,,,,,,,,,,,,,
Mississippi,25075,,,,,,,,,,,,,
Missouri,129,,,,,,,,,,,,,
Nebraska,1575,,,,,,,,,,,,,
New York,12566,,,,,,,,,,,,,
North Carolina,119389,,,,,,,,,,,,,
Ohio,25322,,,,,,,,,,,,,
Pennsylvania,12252,,,,,,,,,,,,,
Tennessee,5386,,,,,,,,,,,,,
West Virginia,10068,,,,,,,,,,,,,
Waynesboro city,5090,,,,,,,,,,,,,
Virginia,5090,,,,,,,,,,,,,
Weakley,3624,,,,,,,,,,,,,
Tennessee,3624,,,,,,,,,,,,,
Webb,100028,,,,,,,,,,,,,
Texas,100028,,,,,,,,,,,,,
Weber,56387,,,,,,,,,,,,,
Utah,56387,,,,,,,,,,,,,
Webster,49973,,,,,,,,,,,,,
Georgia,1554,,,,,,,,,,,,,
Iowa,10778,,,,,,,,,,,,,
Kentucky,3447,,,,,,,,,,,,,
Louisiana,24067,,,,,,,,,,,,,
Mississippi,7194,,,,,,,,,,,,,
Missouri,2390,,,,,,,,,,,,,
Nebraska,524,,,,,,,,,,,,,
West Virginia,19,,,,,,,,,,,,,
Weld,238934,,,,,,,,,,,,,
Colorado,238934,,,,,,,,,,,,,
Wells,4835,,,,,,,,,,,,,
Indiana,4344,,,,,,,,,,,,,
North Dakota,491,,,,,,,,,,,,,
West Baton Rouge,20229,,,,,,,,,,,,,
Louisiana,20229,,,,,,,,,,,,,
West Carroll,7025,,,,,,,,,,,,,
Louisiana,7025,,,,,,,,,,,,,
West Feliciana,19599,,,,,,,,,,,,,
Louisiana,19599,,,,,,,,,,,,,
Westchester,3415607,,,,,,,,,,,,,
New York,3415607,,,,,,,,,,,,,
Westmoreland,62451,,,,,,,,,,,,,
Pennsylvania,55182,,,,,,,,,,,,,
Virginia,7269,,,,,,,,,,,,,
Weston,81,,,,,,,,,,,,,
Wyoming,81,,,,,,,,,,,,,
Wetzel,1112,,,,,,,,,,,,,
West Virginia,1112,,,,,,,,,,,,,
Wexford,2204,,,,,,,,,,,,,
Michigan,2204,,,,,,,,,,,,,
Wharton,11649,,,,,,,,,,,,,
Texas,11649,,,,,,,,,,,,,
Whatcom,47819,,,,,,,,,,,,,
Washington,47819,,,,,,,,,,,,,
Wheatland,102,,,,,,,,,,,,,
Montana,102,,,,,,,,,,,,,
Wheeler,3689,,,,,,,,,,,,,
Georgia,2357,,,,,,,,,,,,,
Texas,1332,,,,,,,,,,,,,
White,39949,,,,,,,,,,,,,
Arkansas,6525,,,,,,,,,,,,,
Georgia,10599,,,,,,,,,,,,,
Illinois,418,,,,,,,,,,,,,
Indiana,18418,,,,,,,,,,,,,
Tennessee,3989,,,,,,,,,,,,,
White Pine,393,,,,,,,,,,,,,
Nevada,393,,,,,,,,,,,,,
Whiteside,13896,,,,,,,,,,,,,
Illinois,13896,,,,,,,,,,,,,
Whitfield,61599,,,,,,,,,,,,,
Georgia,61599,,,,,,,,,,,,,
Whitley,7255,,,,,,,,,,,,,
Indiana,5162,,,,,,,,,,,,,
Kentucky,2093,,,,,,,,,,,,,
Whitman,2905,,,,,,,,,,,,,
Washington,2905,,,,,,,,,,,,,
Wibaux,7,,,,,,,,,,,,,
Montana,7,,,,,,,,,,,,,
Wichita,20520,,,,,,,,,,,,,
Texas,20520,,,,,,,,,,,,,
Wicomico,79604,,,,,,,,,,,,,
Maryland,79604,,,,,,,,,,,,,
Wilbarger,697,,,,,,,,,,,,,
Texas,697,,,,,,,,,,,,,
Wilcox,27302,,,,,,,,,,,,,
Alabama,16919,,,,,,,,,,,,,
Georgia,10383,,,,,,,,,,,,,
Wilkes,43373,,,,,,,,,,,,,
Georgia,4530,,,,,,,,,,,,,
North Carolina,38843,,,,,,,,,,,,,
Wilkin,1466,,,,,,,,,,,,,
Minnesota,1466,,,,,,,,,,,,,
Wilkinson,14928,,,,,,,,,,,,,
Georgia,6343,,,,,,,,,,,,,
Mississippi,8585,,,,,,,,,,,,,
Will,505164,,,,,,,,,,,,,
Illinois,505164,,,,,,,,,,,,,
Willacy,9035,,,,,,,,,,,,,
Texas,9035,,,,,,,,,,,,,
Williams,8205,,,,,,,,,,,,,
North Dakota,3154,,,,,,,,,,,,,
Ohio,5051,,,,,,,,,,,,,
Williamsburg,24949,,,,,,,,,,,,,
South Carolina,24949,,,,,,,,,,,,,
Williamsburg city,4805,,,,,,,,,,,,,
Virginia,4805,,,,,,,,,,,,,
Williamson,216375,,,,,,,,,,,,,
Illinois,7687,,,,,,,,,,,,,
Tennessee,82682,,,,,,,,,,,,,
Texas,126006,,,,,,,,,,,,,
Wilson,107209,,,,,,,,,,,,,
Kansas,154,,,,,,,,,,,,,
North Carolina,44323,,,,,,,,,,,,,
Tennessee,55433,,,,,,,,,,,,,
Texas,7299,,,,,,,,,,,,,
Winchester city,18547,,,,,,,,,,,,,
Virginia,18547,,,,,,,,,,,,,
Windham,48287,,,,,,,,,,,,,
Connecticut,39707,,,,,,,,,,,,,
Vermont,8580,,,,,,,,,,,,,
Windsor,5443,,,,,,,,,,,,,
Vermont,5443,,,,,,,,,,,,,
Winkler,1128,,,,,,,,,,,,,
Texas,1128,,,,,,,,,,,,,
Winn,15024,,,,,,,,,,,,,
Louisiana,15024,,,,,,,,,,,,,
Winnebago,230294,,,,,,,,,,,,,
Illinois,193272,,,,,,,,,,,,,
Iowa,1457,,,,,,,,,,,,,
Wisconsin,35565,,,,,,,,,,,,,
Winneshiek,2523,,,,,,,,,,,,,
Iowa,2523,,,,,,,,,,,,,
Winona,9206,,,,,,,,,,,,,
Minnesota,9206,,,,,,,,,,,,,
Winston,25803,,,,,,,,,,,,,
Alabama,11813,,,,,,,,,,,,,
Mississippi,13990,,,,,,,,,,,,,
Wirt,393,,,,,,,,,,,,,
West Virginia,393,,,,,,,,,,,,,
Wise,9379,,,,,,,,,,,,,
Texas,6703,,,,,,,,,,,,,
Virginia,2676,,,,,,,,,,,,,
Wolfe,146,,,,,,,,,,,,,
Kentucky,146,,,,,,,,,,,,,
Wood,44530,,,,,,,,,,,,,
Ohio,29266,,,,,,,,,,,,,
Texas,5041,,,,,,,,,,,,,
West Virginia,7221,,,,,,,,,,,,,
Wisconsin,3002,,,,,,,,,,,,,
Woodbury,223938,,,,,,,,,,,,,
Iowa,223938,,,,,,,,,,,,,
Woodford,6890,,,,,,,,,,,,,
Illinois,2596,,,,,,,,,,,,,
Kentucky,4294,,,,,,,,,,,,,
Woodruff,410,,,,,,,,,,,,,
Arkansas,410,,,,,,,,,,,,,
Woods,449,,,,,,,,,,,,,
Oklahoma,449,,,,,,,,,,,,,
Woodson,706,,,,,,,,,,,,,
Kansas,706,,,,,,,,,,,,,
Woodward,678,,,,,,,,,,,,,
Oklahoma,678,,,,,,,,,,,,,
Worcester,985579,,,,,,,,,,,,,
Maryland,19497,,,,,,,,,,,,,
Massachusetts,966082,,,,,,,,,,,,,
Worth,24999,,,,,,,,,,,,,
Georgia,23933,,,,,,,,,,,,,
Iowa,770,,,,,,,,,,,,,
Missouri,296,,,,,,,,,,,,,
Wrangell City and Borough,249,,,,,,,,,,,,,
Alaska,249,,,,,,,,,,,,,
Wright,47626,,,,,,,,,,,,,
Iowa,18292,,,,,,,,,,,,,
Minnesota,27650,,,,,,,,,,,,,
Missouri,1684,,,,,,,,,,,,,
Wyandot,4173,,,,,,,,,,,,,
Ohio,4173,,,,,,,,,,,,,
Wyandotte,162633,,,,,,,,,,,,,
Kansas,162633,,,,,,,,,,,,,
Wyoming,11891,,,,,,,,,,,,,
New York,8279,,,,,,,,,,,,,
Pennsylvania,3235,,,,,,,,,,,,,
West Virginia,377,,,,,,,,,,,,,
Wythe,3103,,,,,,,,,,,,,
Virginia,3103,,,,,,,,,,,,,
Yabucoa,1969,,,,,,,,,,,,,
Puerto Rico,1969,,,,,,,,,,,,,
Yadkin,18116,,,,,,,,,,,,,
North Carolina,18116,,,,,,,,,,,,,
Yakima,435732,,,,,,,,,,,,,
Washington,435732,,,,,,,,,,,,,
Yalobusha,10081,,,,,,,,,,,,,
Mississippi,10081,,,,,,,,,,,,,
Yamhill,9223,,,,,,,,,,,,,
Oregon,9223,,,,,,,,,,,,,
Yancey,2224,,,,,,,,,,,,,
North Carolina,2224,,,,,,,,,,,,,
Yankton,5394,,,,,,,,,,,,,
South Dakota,5394,,,,,,,,,,,,,
Yates,3267,,,,,,,,,,,,,
New York,3267,,,,,,,,,,,,,
Yauco,5381,,,,,,,,,,,,,
Puerto Rico,5381,,,,,,,,,,,,,
Yavapai,43998,,,,,,,,,,,,,
Arizona,43998,,,,,,,,,,,,,
Yazoo,29811,,,,,,,,,,,,,
Mississippi,29811,,,,,,,,,,,,,
Yell,27854,,,,,,,,,,,,,
Arkansas,27854,,,,,,,,,,,,,
Yellow Medicine,1260,,,,,,,,,,,,,
Minnesota,1260,,,,,,,,,,,,,
Yellowstone,17105,,,,,,,,,,,,,
Montana,17105,,,,,,,,,,,,,
Yoakum,1235,,,,,,,,,,,,,
Texas,1235,,,,,,,,,,,,,
Yolo,35661,,,,,,,,,,,,,
California,35661,,,,,,,,,,,,,
York,231524,,,,,,,,,,,,,
Maine,38791,,,,,,,,,,,,,
Nebraska,3123,,,,,,,,,,,,,
Pennsylvania,109801,,,,,,,,,,,,,
South Carolina,70867,,,,,,,,,,,,,
Virginia,8942,,,,,,,,,,,,,
Young,1630,,,,,,,,,,,,,
Texas,1630,,,,,,,,,,,,,
Yuba,6164,,,,,,,,,,,,,
California,6164,,,,,,,,,,,,,
Yukon-Koyukuk Census Area,323,,,,,,,,,,,,,
Alaska,323,,,,,,,,,,,,,
Yuma,284739,,,,,,,,,,,,,
Arizona,281667,,,,,,,,,,,,,
Colorado,3072,,,,,,,,,,,,,
Zapata,2645,,,,,,,,,,,,,
Texas,2645,,,,,,,,,,,,,
Zavala,2201,,,,,,,,,,,,,
Texas,2201,,,,,,,,,,,,,
Ziebach,129,,,,,,,,,,,,,
South Dakota,129,,,,,,,,,,,,,
Grand Total,196387847,,,,,,,,,,,,,
